;2;2.01;2.01.01;2.01.01.01;2.01.01.01.01;2.01.01.01.02;2.01.01.01.03;2.01.01.01.04;2.01.01.02;2.01.01.02.01;2.01.01.02.02;2.01.01.02.03;2.01.01.02.04;2.01.01.03;2.01.01.04;2.01.01.05;2.01.01.06;2.01.01.07;2.01.02;2.01.02.01;2.01.02.01.01;2.01.02.01.02;2.01.02.01.03;2.01.02.01.04;2.01.02.01.05;2.01.02.01.20;2.01.02.02;2.01.02.02.01;2.01.02.02.02;2.01.02.03;2.01.02.03.01;2.01.02.04;2.01.02.04.01;2.01.03;2.01.03.01;2.01.03.01.01;2.01.03.01.02;2.01.03.01.03;2.01.03.01.04;2.01.03.01.05;2.01.03.01.06;2.01.03.01.07;2.01.03.01.08;2.01.03.01.09;2.01.03.01.10;2.01.03.01.20;2.01.03.02;2.01.03.02.01;2.01.03.02.02;2.01.03.02.03;2.01.03.03;2.01.03.03.01;2.01.03.03.02;2.01.03.03.03;2.01.03.03.20;2.01.03.04;2.01.04;2.01.04.01;2.01.04.01.01;2.01.04.01.02;2.01.04.01.03;2.01.04.01.04;2.01.04.01.05;2.01.04.01.06;2.01.04.02;2.01.04.02.01;2.01.04.02.02;2.01.04.02.03;2.01.04.03;2.01.04.03.01;2.01.04.03.02;2.01.04.04;2.01.05;2.01.05.01;2.01.05.01.01;2.01.05.01.03;2.01.05.01.04;2.01.05.02;2.01.05.02.01;2.01.05.02.02;2.01.05.02.03;2.01.05.02.04;2.01.05.02.05;2.01.05.02.06;2.01.05.02.07;2.01.05.02.08;2.01.05.02.09;2.01.05.02.10;2.01.05.02.11;2.01.05.02.12;2.01.05.02.13;2.01.05.02.14;2.01.05.02.15;2.01.05.02.16;2.01.05.02.17;2.01.05.02.18;2.01.05.02.19;2.01.05.02.20;2.01.05.03;2.01.05.04;2.01.05.05;2.01.05.06;2.01.05.07;2.01.05.08;2.01.06;2.01.06.01;2.01.06.01.01;2.01.06.01.02;2.01.06.01.03;2.01.06.01.04;2.01.06.01.05;2.01.06.01.06;2.01.06.01.07;2.01.06.01.08;2.01.06.02;2.01.06.02.01;2.01.06.02.02;2.01.06.02.03;2.01.06.02.04;2.01.06.02.05;2.01.06.02.06;2.01.06.02.07;2.01.06.02.08;2.01.06.02.09;2.01.06.02.10;2.01.06.02.11;2.01.06.02.12;2.01.06.02.13;2.01.06.02.14;2.01.06.02.15;2.01.06.02.16;2.01.06.02.17;2.01.06.02.18;2.01.07;2.01.07.01;2.01.07.01.01;2.01.07.02;2.01.07.02.01;2.02;2.02.01;2.02.01.01;2.02.01.01.01;2.02.01.01.02;2.02.01.01.03;2.02.01.01.04;2.02.01.01.05;2.02.01.02;2.02.01.02.01;2.02.01.02.02;2.02.01.02.03;2.02.01.03;2.02.01.03.01;2.02.01.03.02;2.02.01.03.03;2.02.01.03.04;2.02.01.04;2.02.01.04.01;2.02.01.04.02;2.02.01.04.03;2.02.01.04.04;2.02.01.05;2.02.01.05.01;2.02.01.06;2.02.01.06.01;2.02.01.06.02;2.02.01.07;2.02.01.07.01;2.02.01.07.02;2.02.01.07.03;2.02.01.08;2.02.01.08.01;2.02.02;2.02.02.01;2.02.02.01.01;2.02.02.01.03;2.02.02.01.04;2.02.02.02;2.02.02.02.01;2.02.02.02.02;2.02.02.02.03;2.02.02.02.04;2.02.02.02.05;2.02.02.02.06;2.02.02.02.07;2.02.02.02.08;2.02.02.02.09;2.02.02.02.10;2.02.02.02.11;2.02.02.02.12;2.02.02.02.13;2.02.02.02.14;2.02.02.02.15;2.02.02.02.16;2.02.02.02.17;2.02.02.02.19;2.02.02.02.20;2.02.03;2.02.03.01;2.02.03.01.01;2.02.03.01.02;2.02.03.01.03;2.02.03.01.04;2.02.04;2.02.04.01;2.02.04.01.01;2.02.04.01.02;2.02.04.01.03;2.02.04.01.04;2.02.04.01.05;2.02.04.01.06;2.02.04.01.07;2.02.04.01.08;2.02.04.01.09;2.02.04.02;2.02.04.02.01;2.02.04.02.02;2.02.04.02.03;2.02.04.02.04;2.02.04.02.05;2.02.04.02.06;2.02.04.02.07;2.02.04.02.08;2.02.04.02.09;2.02.04.02.10;2.02.04.02.11;2.02.04.02.19;2.02.04.02.20;2.02.05;2.02.05.01;2.02.05.01.01;2.02.05.02;2.02.05.02.01;2.02.05.02.02;2.02.05.02.03;2.02.05.02.08;2.02.05.02.20;2.02.06;2.02.06.01;2.02.06.01.01;2.02.06.02;2.02.06.02.01;2.02.06.02.02;2.02.06.03;2.02.06.03.01;2.03;2.03.01;2.03.01.01;2.03.01.02;2.03.01.03;2.03.01.04;2.03.02;2.03.02.01;2.03.02.02;2.03.02.03;2.03.02.04;2.03.02.05;2.03.02.06;2.03.02.07;2.03.02.08;2.03.02.09;2.03.02.10;2.03.02.11;2.03.02.12;2.03.02.13;2.03.03;2.03.03.01;2.03.03.02;2.03.04;2.03.04.01;2.03.04.02;2.03.04.03;2.03.04.04;2.03.04.05;2.03.04.06;2.03.04.07;2.03.04.08;2.03.04.09;2.03.04.10;2.03.04.11;2.03.04.12;2.03.04.13;2.03.04.14;2.03.04.15;2.03.04.16;2.03.04.17;2.03.04.18;2.03.04.19;2.03.04.20;2.03.05;2.03.06;2.03.06.01;2.03.06.02;2.03.06.03;2.03.06.04;2.03.06.05;2.03.06.06;2.03.06.07;2.03.07;2.03.07.01;2.03.07.02;2.03.08;2.03.08.01;2.03.08.02;2.03.08.03;2.03.08.04;2.03.08.05;2.03.08.06;2.03.08.07;2.03.09;2.04;2.04.01;2.04.02;2.04.03;2.05;2.05.01;2.05.02;2.05.03;2.06;2.06.01;2.06.02;2.06.03;2.06.04;2.06.05;2.06.06;2.06.07;2.06.08;2.06.09;2.07;2.07.01;2.07.02;2.08;2.08.01;2.08.01.01;2.08.01.02;2.08.01.03;2.08.01.04;2.08.01.05;2.08.01.06;2.08.02;2.08.02.01;2.08.02.02;2.08.02.03;2.08.02.04;2.08.02.05;2.08.02.06;2.08.02.07;2.08.02.08;2.08.02.09;2.08.03;2.08.04;2.08.04.01;2.08.04.02;2.08.04.03;2.08.04.04;2.08.04.05;2.08.04.06;2.08.04.07;2.08.04.08;2.08.04.09;2.08.04.10;2.08.04.11;2.08.05;2.08.06;2.08.06.01;2.08.06.02;2.08.06.03;2.08.07;2.08.08;2.08.08.01;2.08.08.02;2.08.08.03;2.08.08.04;2.08.08.05;2.08.09;ano;cvm;empresa_descr
valores;3.406.324;1.637.476;;;;;;;;;;;;;;;;;110.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;920.739;719.805;610.409;109.396;;;;;200.934;;;;;;;;551.545;;;;;551.545;;;;61.010;134.737;10.842;264.566;40.175;40.215;;;;;;;;;;;;;;;;;;55.154;0;;;;;0;;;;55.154;;;;55.154;;;;;;;;;;;;;;;;;;;;1.089.593;176.790;174.591;;;;;;2.199;;;;;;;;;;;;;;;;;;;;;;;;;689.773;23.832;2.427;16.709;4.696;665.941;;;634.520;1.254;3.739;26.428;;;;;;;;;;;;;;147.746;147.746;147.746;;;;75.284;75.284;;;;;75.284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;679.255;344.638;263.280;81.358;;;127.774;;;;;;124.763;4.621;-1.610;;;;;;63.293;;;;;;;;;;;;;;;;;;;;;;;;56.231;87.319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;7595;INEPAR
valores;275.635.000;144.626.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.114.000;3.114.000;3.114.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141.512.000;;;;;141.512.000;;;;110.136.000;1.442.000;29.934.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101.830.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.497.000;;;;;78.497.000;;;77.740.000;757.000;;;;;;;;;;;;;;;;2.536.000;2.536.000;;;;;20.797.000;;;;;;;;;;;20.797.000;;;;20.797.000;;;;;;;;;;;;;;;;;;;;;;;;;;;29.179.000;13.266.000;;;;;12.000;;;;;0;;12.000;;;;;;;;;;13.129.000;1.777.000;9.726.000;;;;;;425.000;0;1.201.000;;;;;;;;;;;0;;;;;;;;;;;;-105.000;;;;;;;;2.877.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;7617;ITAUSA
valores;1.204.674;445.449;661;;;;;;661;;;;;;;;;;7.254;7.254;;;;;;;;;;;;;;16.833;16.833;6.639;10.194;;;;;;;;;;;;;;;;;;;;312.171;312.171;207.480;104.691;;;;;;;;;;;;;99.985;;;;;99.985;;13.826;;48.316;0;;;;;37.843;;;;;;;;;;;;;;;;;8.545;7.591;;;;;7.591;;;;954;954;;;;;;;;;;;;;;;;;;;;;;;426.092;219.919;219.919;191.301;28.618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162.607;;;;;162.607;;;66.655;88.232;;;;;7.720;;;;;;;;;;;38.840;38.840;18.545;20.295;;;4.726;3.150;;;;3.150;;;;;;1.576;1.576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;333.133;274.682;;;;;537;;;;;;;537;;;;;;;;;;44.388;2.911;;;;41.477;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;13.526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;7811;JOAO FORTES
valores;552.072;101.232;12.628;;;;;;12.628;12.628;;;;;;;;;20.492;17.913;;;;;;;2.579;;;;;;;2.208;2.137;;2.137;;;;;;;;;;71;71;;;;;;;;;33.619;22.147;22.147;;;;;;11.472;;;;;;;;32.285;;;;;32.285;;;;27.689;0;2.807;1.789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182.187;130.863;33.515;33.515;;;;;97.348;;;;;;;;;;;;;;;;;;;;;;;;;7.599;;;;;7.599;;;6.604;995;;;;;;;;;;;;;;;;38.093;38.093;;;;;5.632;5.632;532;3.436;;1.664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;268.653;429.442;;;;;27.604;;;;;;;;;;;;;;2.262;;;;;;;;;;;;;;;;;;;;;;;;-253.283;62.628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;7870;KEPLER WEBER
valores;12.341.682;1.961.832;234.508;;;;;;234.508;;;;;;;;;;417.912;;;;;;;;;;;;;;;120.976;120.976;;;;;;;;;;;;;;;;;;;;;;356.995;356.995;;;;;;;;;;;;;;;215.086;;;;;215.086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;616.355;;;616.355;;4.836.543;3.824.065;3.824.065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;289.378;;;;;289.378;;;241.817;47.561;;;;;;;;;;;;;;;;508.984;508.984;;;;;214.116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.543.307;863;;;;;1.379.215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-133.248;34.689;;;;;;;;;;;;;;;;;;;4.261.788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;80020;GP INVEST
valores;1.564.177;252.368;;;;;;;;;;;;;;;;;196.108;196.108;;;;;;;;;;;;;;5.588;5.588;5.588;;;;;;;;;;;;;;;;;;;;;50.672;42.596;11.330;31.266;;;;;;;;;8.076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;536.955;491.364;480.859;44.101;436.758;;;;;;;;10.505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.115;25.115;;;;;20.476;20.476;435;18.162;;1.879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;774.854;16.504;;;;;152.431;113.220;;;;;;39.211;;;;;;;;;;3.301;3.301;;;;;;;;;;;;;;;;;;;;567.754;;;;;;;;;34.864;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;80047;WILSON SONS
valores;7.996.619;4.444.963;42.709;;;;;;;;;;;;;;;;2.355.521;;;;;;;;;;;;;;;224.645;;;;;;;;;;;;;;;;;;;;;;;1.363.508;1.012.983;;;;;;;350.525;;;;;;;;87.679;;;;;87.679;87.679;;;;;;;;;;;;;;;;;;;;;;;;;;370.901;16.803;;;;;;;;;354.098;;;;;;;;;;;;;;;;;;;;;;;;3.000.978;2.779.793;2.257.529;;;;;;522.264;;;;;;;;;;;;;;;;;;;;;;;;;109.231;;;;;109.231;;;109.231;;;;;;;;;;;;;;;;;;;;;;;111.954;84.533;;;;;;;;;;27.421;;;;;21.037;6.384;;;;;;;;;;;;;;;;;;;;;;;;;550.678;285.054;;;;;-143.133;;;;;-154.424;;11.291;;;;;;;;;;308.350;38.882;;;;;;;;;381.165;-111.697;;;;;;;;;;0;707;;;;;;;;;;;1.694;;;;;;;;98.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;8087;LOJAS AMERIC
valores;2.456.015;977.575;72.108;15.753;15.753;;;;56.355;56.355;;;;;;;;;318.285;318.285;;;;;;;;;;;;;;146.674;68.940;23.001;45.939;;;;;;;;;;77.104;;;;630;;;;;;279.426;279.426;279.426;;;;;;;;;;;;;;143.501;;;;;143.501;61.167;16.208;;20.809;38.263;7.054;;;;;;;;;;;;;;;;;;;;;17.581;17.581;;;;11.943;5.638;;;;;;;;;;;;;;;;;;;;;;;;;;;;457.132;377.076;377.076;377.076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.642;;;;;36.642;;;28.964;7.678;;;;;;;;;;;;;;;;;;;;;;43.414;43.414;29.241;;;14.173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.021.308;408.734;;;;;173.570;;118.165;;55.405;;;;;;;;;;;;;441.614;1.812;;;;;;;144.584;;295.218;;;;;;;;;;;;-2.610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;8133;LOJAS RENNER
valores;135.498;11.182;2.596;;;;;;;;;;;;;;;;1.446;;;;;;;;;;;;;;;440;;;;;;;;;;;;;;;;;;;;;;;5.079;;;;;;;;;;;;;;;;1.621;;;;;1.621;;1.218;;160;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.699;19.357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.733;;;;;11.733;;;7.484;3.714;535;;;;;;;;;;;;;;;9.293;;;;;;9.316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74.617;13.500;;;;;717;;;;;;;;;;;;;;2.685;;;42.648;841;;;;30.149;;;;;11.658;;;;;;;;;;;;15.067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;8192;TREVISA
valores;856.811;225.469;20.474;;;;;;20.474;20.474;;;;;;;;;31.251;30.989;;;;;;;262;;;;;;;12.079;12.079;;;;;;;;;;;;;;;;;;;;;;140.137;124.618;78.506;46.112;;;;;15.519;;;;;;;;21.528;;;;;21.528;;5.143;;0;4.959;11.426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;404.479;375.734;321.290;106.900;214.390;;;;54.444;;;;;;;;;;;;;;;;;;;;;;;;;6.102;12;;;;6.090;;;0;6.090;;;;;;;;;;;;;;;;16.902;16.902;;;;;5.741;5.741;;;;;5.741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;226.863;171.273;;;;;;;;;;;;;;;;;;;32.283;;;23.307;6.462;16.502;;;0;;;343;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;8397;MANGELS INDL
valores;144.246;218.474;29.555;29.696;;;;;-141;;;;;;;;;;22.148;22.148;;;;;;;;;;;;;;119.574;57.526;;51.861;3.738;1.927;;;;;;;;62.006;;;;42;;;;;;42.148;42.148;42.148;;;;;;;;;;;;;;420;;;;;420;;;;282;138;;;;;;;;;;;;;;;;;;;;;;4.629;4.629;;;;;1.877;967;0;1.785;;;;;;;;;;;;;;;;;;;;;;;;;68.973;8.333;8.333;8.333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.140;;;;;59.140;;;45.542;13.598;0;;;;;;;;;;;;;;;;;;;;;1.500;1.500;;1.500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-143.201;30.602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-200.947;27.144;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;8427;ESTRELA
valores;3.029.601;948.736;135.427;135.427;;;;;;;;;;;;;;;306.901;184.347;;;;;;;122.554;;;;;;;64.938;55.440;55.440;;;;;;;;;;;9.372;;;;126;;;;;;268.200;268.200;247.608;20.592;;;;;;;;;;;;;173.270;0;0;;;173.270;0;35.632;;37.238;17.031;7.060;76.309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.117.475;1.094.439;1.094.439;1.038.391;56.048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.592;;;;;5.592;;;5.592;;;;;;;;;;;;;;;;;;;;;;;17.444;17.444;12.449;4.995;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;963.390;700.000;;;;;-790;;;;-790;;;;;;;;;;;;;268.384;16.557;265.881;;;;;;;-14.054;;;;;;;;;;;;0;-11.700;;;;;;;;;;;;;;;;;;;7.496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;8451;MARCOPOLO
valores;2.578.157;481.549;83.231;16.409;;;;;66.822;;;;;;;;;;77.791;63.917;;;;;;;13.874;;;;;;;21.085;12.155;3.537;8.618;;;;;;;;;;8.914;;;;16;;;;;;168.621;168.621;139.717;28.904;;;;;;;;;;;;;66.717;25.800;;;25.800;40.917;2.275;;;6.730;375;31.537;;;;;;;;;;;;;;;;;;;;;64.104;;;;;;;;;;64.104;11.217;2.853;;50.034;;;;;;;;;;;;;;;;;;;;748.772;468.944;468.944;468.509;435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.352;;;;;15.352;;;;10.905;4.447;;;;;;;;;;;;;;;108.409;108.409;;;;;156.067;147.185;64.518;101.844;;;-19.177;;;;;8.882;;;8.882;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.347.836;966.255;;;;;;;;;;;;;;;;;;;;;;244.836;60.709;;;;;;;;;184.127;;;;;;;;;;;;130.246;;;;;;;;-8.469;;;;;;;;;;;14.968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;8575;METAL LEVE
valores;43.116.705;5.011.638;476.136;;;;;;476.136;476.136;;;;;;;;;1.783.390;;;;;;;;;;;;;;;526.732;;;;;;;;;;;;;;;;;;;;;;;1.683.865;1.577.968;;;;;;;105.897;;;;;;;;512.324;;;;;512.324;84.323;;;428.001;0;;;;;;;;;;;;;;;;;;;;;;29.191;;;;;;;;;;29.191;;;29.191;;;;;;;;;;;;;;;;;;;;;19.815.138;14.279.761;12.360.056;;;;;;1.919.705;;;;;;;;;;;;;;;;;;;;;;;;;1.691.232;;;;;1.691.232;;;342.016;92.476;1.256.740;;;;;;;;;;;;;;;2.320.237;2.320.237;;;;;1.523.908;1.481.006;473.180;160.727;834.471;12.628;;;;;;42.902;;;42.902;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.289.929;6.881.998;;;;;102.326;;;;;-69.861;;172.187;;;;;;;;;;1.683.083;;;;;;;;;;;;;;;;;;;;;;-837.690;;;;;;;;;;;;;;;;;;;10.460.212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;8656;GERDAU MET
valores;20.073.689;4.659.846;191.347;16.440;;;;;174.907;;;;;;;;;;910.086;909.885;;;;;;;201;;;;;;;183.834;179.738;172.875;6.863;;;;;;;;;;3.274;;;;822;;;;;;1.808.437;1.807.461;1.546.903;260.558;;;;;;;;;976;;;;1.179.174;0;;;0;1.179.174;231.217;3.913;;;123.867;381.934;15.492;116.340;306.411;;;;;;;;;;;;;;;;;;386.968;386.968;32.465;65.195;17.034;272.274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.069.708;6.835.847;6.835.847;5.388.148;1.447.699;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1.097.675;3.903;;3.903;0;1.093.772;;;;332.980;;62.110;;348.346;192.957;;;;157.379;;;;;;;728.712;728.712;;;;;1.349.424;1.349.424;208.446;352.824;125.749;662.405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.050;3.656;;54.394;;;;;5.344.135;784.004;;;;;10.729;;;;;;;;;878;;9.851;;;;;;292.907;24.953;;;75.323;64.594;42.749;;;-3.615;88.903;;;;;;;;;;;0;-5.360;;;;;;;;-25;;;0;;;;;;;;4.261.880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;8672;JEREISSATI
valores;258.518.220;28.335.905;2.779.963;1.667.365;;;;;1.112.598;;;;;;;;;;5.381.395;5.381.395;;;;;;;;;;;;;;3.643.161;3.554.423;1.942.794;1.611.629;;;;;;;;;;87.645;;;;1.093;;;;;;1.322.848;1.322.848;1.322.848;;;;;;;;;;;;;;13.498.081;;;;;13.498.081;5.848.117;;;1.948.778;1.496.645;2.307.880;1.896.661;;;;;;;;;;;;;;;;;;;;1.710.457;1.710.457;;1.710.457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73.520.671;58.966.092;58.966.092;58.966.092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.649.526;11.649.526;;;;;2.905.053;2.905.053;2.450.081;407.000;;47.972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;156.661.644;100.000.000;;;;;-12.931;;;;;-12.931;;;;;;;;;;;;33.364.270;6.592.550;;;7.373.292;19.398.428;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.310.305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;8753;METISA
valores;1.054.543;3.223;986;;;;;;986;;;;;;;;;;;;;;;;;;;;;;;;;608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;1.593;;;;;;;;;;1.593;1.593;;;;;;;;;;;;;;;;;;;;;;;14.505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.470;2.251;;;;1.219;;;1.219;;;;;;;;;;;;;;;;;11.035;11.035;;;;;0;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.036.815;350.000;;;;;;;;;;;;;;;;;;;;;;678.372;0;;;;;;;0;0;678.372;;;;;;;;;;;;8.443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;8893;MONT ARANHA
valores;484.070;106.256;12.968;;;;;;12.968;;;;;;;;;;15.885;15.885;;;;;;;;;;;;;;16.507;12.718;8.638;4.080;;;;;;;;;;3.754;;;;35;;;;;;49.931;49.931;49.931;;;;;;;;;;;;;;10.965;;;;;10.965;1.631;;;9.334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.913;53.257;53.257;53.257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.135;4.135;4.135;;;;;;;;;;;;;;;;;;;;;;;149;149;;;;;1.372;1.372;1.291;81;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;318.901;75.000;;;;;36.505;;;;;;;;;;;;;;8.429;;;94.634;8.826;16.617;;;69.191;;;;;;;;;;;;;;;;;101.314;;;;;;;;;;;;;;;;;;;3.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;9040;NADIR FIGUEI
valores;19.238.178;2.115.533;76.327;3.259;;;;;73.068;;;;;;;;;;277.107;263.715;;;;;;;13.392;;;;;;;59.792;51.763;11.123;40.640;;;;;;;;;;5.838;;;;2.191;;;;;;1.395.042;1.352.471;754.082;598.389;;;;;42.571;;;;;;;;307.265;0;0;;;307.265;135.144;;;37.832;65.362;68.927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.360.479;5.833.496;5.251.336;2.645.831;2.605.505;;;;582.160;;;;;;;;;;;;;;;;;;;;;;;;;152.659;;;;;152.659;;0;29.891;111.438;11.330;;;;;;;;;;;;;;;2.005.237;2.005.237;;;;;369.087;369.087;123.110;49.373;;4.387;19.925;162.691;9.601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.762.166;1.018.820;;;;;6.498;;;;;;;5.623;875;;;;;;;;;711.807;65.198;115.156;;;;;;81;;531.372;;;;;;;;;;;;1.074.456;;;;;;;;;;;;;;;;;;;5.950.585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;9067;SUZANO HOLD
valores;602.954.024;732.967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;492.014.622;171.920.917;;;;;17.809.765;;;;;;;;;;;;;;26.314.946;;;192.475.948;;;;;;;;;;;;;;;;;;;;;83.493.046;;;;;;;;;;;;;;;;;;;;;13.327.866;13.327.866;;;3.903.916;1.923.372;1.980.544;;41.816.088;41.816.088;;;;;;;;;;;;51.158.565;28.500.000;;;;;;;147.593;;;;;-10.049;87.146;70.496;;;;19.481.986;2.755.385;16.726.601;;;;;;;;;;702.383;;;;;;2.219.272;2.219.272;;;;;107.331;2010;906;BRADESCO
