;2;2.01;2.01.01;2.01.01.01;2.01.01.01.01;2.01.01.01.02;2.01.01.01.03;2.01.01.01.04;2.01.01.02;2.01.01.02.01;2.01.01.02.02;2.01.01.02.03;2.01.01.02.04;2.01.01.03;2.01.01.04;2.01.01.05;2.01.01.06;2.01.01.07;2.01.02;2.01.02.01;2.01.02.01.01;2.01.02.01.02;2.01.02.01.03;2.01.02.01.04;2.01.02.01.05;2.01.02.01.20;2.01.02.02;2.01.02.02.01;2.01.02.02.02;2.01.02.03;2.01.02.03.01;2.01.02.04;2.01.02.04.01;2.01.03;2.01.03.01;2.01.03.01.01;2.01.03.01.02;2.01.03.01.03;2.01.03.01.04;2.01.03.01.05;2.01.03.01.06;2.01.03.01.07;2.01.03.01.08;2.01.03.01.09;2.01.03.01.10;2.01.03.01.20;2.01.03.02;2.01.03.02.01;2.01.03.02.02;2.01.03.02.03;2.01.03.03;2.01.03.03.01;2.01.03.03.02;2.01.03.03.03;2.01.03.03.20;2.01.03.04;2.01.04;2.01.04.01;2.01.04.01.01;2.01.04.01.02;2.01.04.01.03;2.01.04.01.04;2.01.04.01.05;2.01.04.01.06;2.01.04.02;2.01.04.02.01;2.01.04.02.02;2.01.04.02.03;2.01.04.03;2.01.04.03.01;2.01.04.03.02;2.01.04.04;2.01.05;2.01.05.01;2.01.05.01.01;2.01.05.01.03;2.01.05.01.04;2.01.05.02;2.01.05.02.01;2.01.05.02.02;2.01.05.02.03;2.01.05.02.04;2.01.05.02.05;2.01.05.02.06;2.01.05.02.07;2.01.05.02.08;2.01.05.02.09;2.01.05.02.10;2.01.05.02.11;2.01.05.02.12;2.01.05.02.13;2.01.05.02.14;2.01.05.02.15;2.01.05.02.16;2.01.05.02.17;2.01.05.02.18;2.01.05.02.19;2.01.05.02.20;2.01.05.03;2.01.05.04;2.01.05.05;2.01.05.06;2.01.05.07;2.01.05.08;2.01.06;2.01.06.01;2.01.06.01.01;2.01.06.01.02;2.01.06.01.03;2.01.06.01.04;2.01.06.01.05;2.01.06.01.06;2.01.06.01.07;2.01.06.01.08;2.01.06.02;2.01.06.02.01;2.01.06.02.02;2.01.06.02.03;2.01.06.02.04;2.01.06.02.05;2.01.06.02.06;2.01.06.02.07;2.01.06.02.08;2.01.06.02.09;2.01.06.02.10;2.01.06.02.11;2.01.06.02.12;2.01.06.02.13;2.01.06.02.14;2.01.06.02.15;2.01.06.02.16;2.01.06.02.17;2.01.06.02.18;2.01.07;2.01.07.01;2.01.07.01.01;2.01.07.02;2.01.07.02.01;2.02;2.02.01;2.02.01.01;2.02.01.01.01;2.02.01.01.02;2.02.01.01.03;2.02.01.01.04;2.02.01.01.05;2.02.01.02;2.02.01.02.01;2.02.01.02.02;2.02.01.02.03;2.02.01.03;2.02.01.03.01;2.02.01.03.02;2.02.01.03.03;2.02.01.03.04;2.02.01.04;2.02.01.04.01;2.02.01.04.02;2.02.01.04.03;2.02.01.04.04;2.02.01.05;2.02.01.05.01;2.02.01.06;2.02.01.06.01;2.02.01.06.02;2.02.01.07;2.02.01.07.01;2.02.01.07.02;2.02.01.07.03;2.02.01.08;2.02.01.08.01;2.02.02;2.02.02.01;2.02.02.01.01;2.02.02.01.03;2.02.02.01.04;2.02.02.02;2.02.02.02.01;2.02.02.02.02;2.02.02.02.03;2.02.02.02.04;2.02.02.02.05;2.02.02.02.06;2.02.02.02.07;2.02.02.02.08;2.02.02.02.09;2.02.02.02.10;2.02.02.02.11;2.02.02.02.12;2.02.02.02.13;2.02.02.02.14;2.02.02.02.15;2.02.02.02.16;2.02.02.02.17;2.02.02.02.19;2.02.02.02.20;2.02.03;2.02.03.01;2.02.03.01.01;2.02.03.01.02;2.02.03.01.03;2.02.03.01.04;2.02.04;2.02.04.01;2.02.04.01.01;2.02.04.01.02;2.02.04.01.03;2.02.04.01.04;2.02.04.01.05;2.02.04.01.06;2.02.04.01.07;2.02.04.01.08;2.02.04.01.09;2.02.04.02;2.02.04.02.01;2.02.04.02.02;2.02.04.02.03;2.02.04.02.04;2.02.04.02.05;2.02.04.02.06;2.02.04.02.07;2.02.04.02.08;2.02.04.02.09;2.02.04.02.10;2.02.04.02.11;2.02.04.02.19;2.02.04.02.20;2.02.05;2.02.05.01;2.02.05.01.01;2.02.05.02;2.02.05.02.01;2.02.05.02.02;2.02.05.02.03;2.02.05.02.08;2.02.05.02.20;2.02.06;2.02.06.01;2.02.06.01.01;2.02.06.02;2.02.06.02.01;2.02.06.02.02;2.02.06.03;2.02.06.03.01;2.03;2.03.01;2.03.01.01;2.03.01.02;2.03.01.03;2.03.01.04;2.03.02;2.03.02.01;2.03.02.02;2.03.02.03;2.03.02.04;2.03.02.05;2.03.02.06;2.03.02.07;2.03.02.08;2.03.02.09;2.03.02.10;2.03.02.11;2.03.02.12;2.03.02.13;2.03.03;2.03.03.01;2.03.03.02;2.03.04;2.03.04.01;2.03.04.02;2.03.04.03;2.03.04.04;2.03.04.05;2.03.04.06;2.03.04.07;2.03.04.08;2.03.04.09;2.03.04.10;2.03.04.11;2.03.04.12;2.03.04.13;2.03.04.14;2.03.04.15;2.03.04.16;2.03.04.17;2.03.04.18;2.03.04.19;2.03.04.20;2.03.05;2.03.06;2.03.06.01;2.03.06.02;2.03.06.03;2.03.06.04;2.03.06.05;2.03.06.06;2.03.06.07;2.03.07;2.03.07.01;2.03.07.02;2.03.08;2.03.08.01;2.03.08.02;2.03.08.03;2.03.08.04;2.03.08.05;2.03.08.06;2.03.08.07;2.03.09;2.04;2.04.01;2.04.02;2.04.03;2.05;2.05.01;2.05.02;2.05.03;2.06;2.06.01;2.06.02;2.06.03;2.06.04;2.06.05;2.06.06;2.06.07;2.06.08;2.06.09;2.07;2.07.01;2.07.02;2.08;2.08.01;2.08.01.01;2.08.01.02;2.08.01.03;2.08.01.04;2.08.01.05;2.08.01.06;2.08.02;2.08.02.01;2.08.02.02;2.08.02.03;2.08.02.04;2.08.02.05;2.08.02.06;2.08.02.07;2.08.02.08;2.08.02.09;2.08.03;2.08.04;2.08.04.01;2.08.04.02;2.08.04.03;2.08.04.04;2.08.04.05;2.08.04.06;2.08.04.07;2.08.04.08;2.08.04.09;2.08.04.10;2.08.04.11;2.08.05;2.08.06;2.08.06.01;2.08.06.02;2.08.06.03;2.08.07;2.08.08;2.08.08.01;2.08.08.02;2.08.08.03;2.08.08.04;2.08.08.05;2.08.09;ano;cvm;empresa_descr
valores;4.729.857;1.450.171;;;;;;;;;;;;;;;;;43.260;43.260;;;;;;;;;;;;;;60.702;60.702;60.702;;;;;;;;;;;;;;;;;;;;;928.057;878.065;878.065;;;;;;49.992;;;;;;;;269.343;;;;;269.343;;0;;;45.087;94.472;;129.784;;;;;;;;;;;;;;;;;;;148.809;;;;;;;;;;148.809;;;;;;;;;;;;;;;;;;;;;;;;1.273.782;750.499;614.408;614.408;;;;;136.091;;;;;;;;;;;;;;;;;;;;;;;;;268.739;;;;;268.739;;;;;251.640;;17.099;;;;;;;;;;;;;39.272;39.272;;;;;215.272;;;;;;;;;;;215.272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.005.904;1.667.491;1.683.266;-15.775;;;-44.946;;;;31.717;-76.663;;;;;;;;;;;;134.921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;248.438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20524;EVEN
valores;645.703.039;49.322.546;16.514.154;;;;;;;;;;;;;;;;32.808.392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;478.880.704;79.374.685;;;;;276.042.141;;;;;;;;;;;;;;70.247.012;;;519.230;;;;;;;;;;;;;;;;;;;;;8.436.901;44.260.735;;;;;;;;;;;;;;;;;;;;13.986.916;3.923.457;10.063.459;;8.248.019;5.751.488;2.496.531;;8.177.253;163.332;;8.013.921;;;;;;;;;;87.087.601;87.425.075;57.000.000;28.966.451;-148.440;8.924.064;-6.300.000;-1.017.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-774.368;1.813.574;-2.704.380;859.370;-742.932;;436.894;2017;20532;SANTANDER BR
valores;12.856.002;1.956.998;8.270;;;;;;8.270;;;;;;;;;;201.793;201.793;;;;;;;;;;;;;;53.651;53.651;29.872;23.779;;;;;;;;;;;;;;;;;;;;1.259.104;733.591;733.591;;;;;;525.513;450.372;75.141;;;;;;418.040;;;;;418.040;;12.206;;6.926;87.613;311.295;;;;;;;;;;;;;;;;;;;;;16.140;;;;;;;;;;16.140;;;16.140;;;;;;;;;;;;;;;;;;;;;6.760.026;5.251.704;3.471.648;3.471.648;;;;;1.780.056;1.780.056;0;;;;;;;;;;;;;;;;;;;;;;;323.270;;;;;323.270;;300.000;21.613;0;1.657;;;;;;;;;;;;;;;1.041.505;1.041.505;;;;;143.547;35.733;10.974;4.090;;20.669;0;;;;;107.814;;;107.814;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.138.978;3.390.870;3.390.870;;;;592.138;592.138;;;;;0;;;;;;;;;;;49.440;;;;;;;;;;;12.942;36.498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106.530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20540;CPFL RENOVAV
valores;8.799.671;1.151.960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.430.136;103.452;;;;;4.949.358;;;;;;;;;;;;;;398.003;;;88.016;;;;;;;;;;;;;;;;;;;;;760.003;;;;;;;;;90.287;;;41.017;;;;;;;;;40.915;40.546;369;;150.963;;;;48.847;;;;;;;;;;;;;976.850;1.112.259;;;;;;;;;;;;;;;;;;-18.876;;0;;;;;;;-18.876;;;-42.268;28.832;;;;-103.097;;;;;;;;2017;20567;PINE
valores;108.695.951;29.179.341;3.007.816;;;;;;;;;;;;;;;;9.992.778;9.199.157;9.217.019;;-17.862;;;;793.621;;;;;;;1.392.755;1.089.836;905.484;184.352;;;;;;;;;;300.558;;;;2.361;;;;;;13.526.051;13.526.051;3.123.599;10.402.452;;;;;;;;;;;;;1.236.636;;;;;1.236.636;;;;73.156;917.333;127.463;118.684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.305;23.305;23.305;;;53.375.942;43.498.600;43.498.600;32.019.112;11.479.488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.291.997;;;;;3.291.997;;;39.868;787.223;616.706;1.848.200;;;;;;;;;;;;;;3.697.195;3.697.195;;;;;2.888.150;2.888.150;2.118.812;406.434;;362.904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.140.668;23.576.206;;;;;-289.295;211.879;;;;0;;-556.963;13.572;42.217;;;;;67.906;;;2.277.205;469.371;;;;;;;;-192.882;2.000.716;;;;;;;;;;;;8.023;;;;;;;;-1.352.433;;;;;;;;;;;1.853.056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20575;JBS
valores;4.466.181;351.934;32.820;32.820;;;;;;;;;;;;;;;42.867;42.867;;;;;;;;;;;;;;11.784;11.784;;11.784;;;;;;;;;;;;;;;;;;;;131.349;130.826;130.826;;;;;;523;523;;;;;;;133.114;0;;;0;133.114;;14.829;;;97.613;;14.268;;6.404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;1.966.467;1.206.968;503.080;503.080;;;;;703.888;703.888;;;;;;;;;;;;;;;;;;;;;;;;224.679;55.113;55.113;;;169.566;;;;;433;0;123.023;7.883;38.227;;;;;;;;;;;501.641;501.641;;;;;33.179;33.179;11.675;;;;21.504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.147.780;915.254;;;;;31.660;;;;32.074;-414;;;;;;;;;;;;1.188.255;;;;;1.188.255;;;;;;;;;;;;;;;;;-13.687;;-13.687;;;;;;;;;;;;;;;;;26.298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20605;JHSF PART
valores;1.278.901;841.297;20.121;;;;;;;;;;;;;;;;266.163;;;;;;;;;;;;;;;10.381;;;;;;;;;;;;;;;;;;;;;;;511.197;;;;;;;;;;;;;;;;6.399;0;;;0;6.399;;;;6.399;0;;;;;;;;;;;;;;;;;;;;;;27.036;;;;;;;;;;27.036;;;;;;;;;;;;;;;;;;;;;;;;339.723;317.600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.821;;;;;13.821;;;11.171;2.650;;;;;;;;;;;;;;;;;;;;;;8.302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97.881;244.039;;;;;-66.599;;;;2.666;;;-69.265;;;;;;;;;;159;;;;;;;;;;;159;;;;;;;;;;-30.943;;;;;;;;;-89.181;;;;;;;;;;;40.406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20613;METALFRIO
valores;221.893;10.849;;;;;;;;;;;;;;;;;4.148;4.148;;;;;;;;;;;;;;689;689;;689;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;2.746;;;;;2.746;;;;60;79;2.565;42;;;;;;;;;;;;;;;;;;;;3.266;2.000;;;;;;;;;1.266;;;;;;;;;;;;;;;;;;;;;;;;13.255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.690;;;;;4.690;;2;;4.585;103;;;;;;;;;;;;;;;1.260;1.260;;;;;7.305;7.305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;197.789;188.734;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4.490;;;;;;;;;;;;27;27;;;;;;;13.518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20630;CR2
valores;821.007;730.071;1.662;;;;;;1.662;;;;;;;;;;10.502;10.502;;;;;;;;;;;;;;24.989;24.989;641;5.159;19.189;;;;;;;;;;;;;;;;;;;589.520;382.551;382.551;;;;;;206.969;;;;;;;;100.547;10.333;;;10.333;90.214;;;;9.861;6.753;2.339;833;0;70.428;;;;;;;;;;;;;;;;;;2.851;;;;;;;;;;2.851;2.622;;;229;;;;;;;;;;;;;;;;;;;;156.900;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.506;5.059;;;5.059;19.447;;;;3.782;12.959;0;0;2.706;;;;;;;;;;;;7.174;7.174;;;;;125.220;26.368;;;;;25.959;409;;;;98.852;594;;;98.258;;;;;;;;;;;;;;;;;;;;;;;;;;;-65.964;1.281.771;1.319.626;-37.855;;;564.069;;;;;;564.069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.911.804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20702;VIVER
valores;1.171.990;299.534;25.048;6.626;;;;;18.422;;;;;;;;;;115.622;81.452;;;;;;;34.170;;;;;;;25.090;14.557;12.014;2.543;;;;;;;;;;11.095;;;;-562;;;;;;90.656;70.534;61.519;9.015;;;;;20.122;;;;;;;;5.163;;;;;5.163;;;;723;;734;3.706;;;;;;;;;;;;;;;;;;;;37.955;;;;;;;;;;37.955;;;;37.955;;;;;;;;;;;;;;;;;;;;1.265.683;1.179.450;1.179.450;911.077;268.373;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;10.875;;;;;10.875;;;4.759;4.467;1.599;0;50;;;;;;;;;;;;;;;;;;;75.358;56.975;1.863;37.785;;578;16.749;;;;;18.383;;;;18.383;;;;;;;;;;;;;;;;;;;;;;;;;;;-393.227;624.038;;;;;;;;;;;;;;;;;;;;;;49.491;;;;;;;;;-50.922;;100.413;;;;;;;;;;-1.065.457;;;;;;;;;;;;-1.346;;;;;;;;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20710;LOG-IN
valores;5.293.685;1.662.232;23.315;22.869;;;;;446;;;;;;;;;;424.041;424.041;;;;;;;;;;;;;;28.414;27.133;25.737;1.396;;;;;;;;;;1.035;;;;246;;;;;;860.976;860.976;718.405;142.571;;;;;;;;;;;;;283.654;;;;;283.654;;;;;83.598;98.652;42.583;37.486;17.543;3.792;;;;;;;;;;;;;;;;;41.832;41.502;;12.445;26.941;;2.116;;;;330;;;330;;;;;;;;;;;;;;;;;;;;;929.626;728.198;728.198;587.608;140.590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.453;;;;;14.453;;;0;14.372;81;;;;;;;;;;;;;;;186.975;186.975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.701.827;947.522;;;;;49.970;67.573;;;42.993;-60.596;;;;;;;;;;;;404.975;28.074;;;;5.628;;;116.405;;4.367;250.501;;;;;;;;;;;;;;;;;;;;;;1.110.732;;;;;;;;188.628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20745;SLC AGRICOLA
valores;3.103.748;388.734;4.028;;;;;;;;;;;;;;;;16.407;16.407;;;;;;;;;;;;;;29.358;29.358;;14.346;15.012;;;;;;;;;;;;;;;;;;;125.789;125.789;125.789;;;;;;;;;;;;;;213.152;18.684;;;18.684;194.468;;85.222;;48.095;14.411;27.028;19.712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150.612;109.862;109.862;109.862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.969;;;;;28.969;;;5.000;21.606;2.037;;326;;;;;;;;;;;;;;;;;;;11.781;11.781;;;;;11.781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.564.402;1.356.704;;;;;-11.117;;;;;;;38.297;-49.414;;;;;;;;;1.189.755;164.383;1.025.372;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20770;EZTEC
valores;21.301.799;6.021.169;251.071;;;;;;;;;;;;;;;;2.354.072;2.354.072;2.159.031;195.041;;;;;;;;;;;;312.131;312.131;;312.131;;;;;;;;;;;;;;;;;;;;1.858.127;1.846.164;;;;;;;;;;;11.963;;;;1.245.768;;;;;1.245.768;;;;165.550;795.783;0;;;;;;;;;;;;;82.232;202.203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.645.920;10.600.853;10.581.034;;;;;;;;;;19.819;;;;;;;;;;;;;;;;;;;;;1.705.151;;;;;1.705.151;;;;948.442;47.824;378.085;0;330.800;;;;;;;;;;;;251.088;251.088;;;;;88.828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.634.710;7.319.467;7.427.677;-104.404;-3.806;;181.224;;;;;;;;;-158;181.382;;;;;;;38.362;44.476;;;;;;;;-1.772;-11.690;7.348;;;;;;;;;;-4.721.299;-2.037.640;;;;;;;;1.753.876;;;-141.458;-141.458;;;;;;;242.178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20788;MARFRIG
valores;837.851;193.112;24.644;;;;;;24.644;;;;;;;;;;32.237;32.237;;;;;;;;;;;;;;33.657;25.855;12.170;;7.651;6.034;;;;;;;;6.489;;;;1.313;;;;;;72.553;1.112;;;;;;;71.441;;;;;;;;30.021;826;;;;29.195;3.128;;;;;26.067;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;195.933;150.321;53.635;;;;;;96.686;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0;;;0;0;;;;;;;;;;;;;;;;6.629;6.629;;;;;38.983;38.983;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;448.806;144.469;;;;;173.713;174.055;;;0;-342;;;;;;;;;;;;130.624;28.894;;;;66.002;;;35.728;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20800;TEGMA
valores;4.968.060;1.008.991;4.741;4.740;;;;;1;;;;;;;;;;41.861;41.861;;;;;;;;;;;;;;1.517;1.215;986;229;;;;;;;;;;;;;;302;;;;;;499.146;426.107;426.107;;;;;;73.039;;;;;;;;436.227;;;;;436.227;;0;;;115.435;75.270;236.347;9.175;;;;;;;;;;;;;;;;;;;25.499;25.499;;1.535;;;23.964;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.163.746;1.551.823;1.441.823;1.441.823;;;;;110.000;;;;;;;;;;;;;;;;;;;;;;;;;537.803;;;;;537.803;;;3.815;265.358;263.556;4.324;750;;;;;;;;;;;;;60.653;60.653;55.681;4.972;;;13.467;13.467;;;;;13.467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.795.323;1.190.439;;;;;-30.850;;;;;-25.052;;-13.236;7.438;;;;;;;;;468.633;69.242;;;;399.391;;;;;;;;;;;;;;;;-309.123;46.106;46.106;0;;;;;;;;;;;;;;;;;430.118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20877;HELBOR
valores;2.668.055;2.721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.140.201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.447;;;;769;;;;176.612;;;;;;;;;;;;;285.305;849.843;849.843;;;;;;35.950;;;;35.950;;;;;;;-4.283;;;;;;;;;-4.283;;;-597.308;-21;;;;;;;;;;;1.124;2017;20885;INDUSVAL
valores;14.558.500;3.249.980;116.891;16.207;;;;;100.684;;;;;;;;;;304.983;304.983;;;;;;;;;;;;;;61.504;54.629;12.768;41.861;;;;;;;;;;;;;;6.875;;;;;;841.824;804.443;804.443;;;;;;37.381;;;;;;;;1.875.753;;;;;1.875.753;;155.296;;741.828;565.341;207.865;54.802;61.774;88.847;;;;;;;;;;;;;;;;;;49.025;;;;;;;;;;49.025;;;;49.025;;;;;;;;;;;;;;;;;;;;5.511.399;2.630.521;1.187.851;1.187.851;;;;;1.442.670;;;;;;;;;;;;;;;;;;;;;;;;;2.647.968;;;;;2.647.968;;;2.032.444;584.911;0;30.613;;;;;;;;;;;;;;41.551;;;;;;191.359;95.805;879;38.552;;56.372;;2;;;;95.554;;;;95.554;;;;;;;;;;;;;;;;;;;;;;;;;;;5.797.121;4.769.945;;;;;35.464;;;;61.773;;;-26.309;;;;;;;;;;736.353;123.916;;;;629.391;;;0;-16.954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;255.359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20915;MRV
valores;11.905.325;3.947.230;112.404;28.320;;;;;84.084;;;;;;;;;;1.048.399;969.190;;;;;;;79.209;;;;;;;79.566;50.225;9.807;40.418;;;;;;;;;;29.341;;;;;;;;;;2.187.470;2.181.100;1.153.260;1.027.840;;;;;5.705;5.705;;;665;;;;519.391;;;;;519.391;;;;519.391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.887.018;7.419.538;7.075.341;286.990;6.788.351;;;;344.179;;344.179;;18;;;;;;;;;;;;;;;;;;;;;89.831;;;;;89.831;;;51.449;38.382;;;;;;;;;;;;;;;;230.306;230.306;;;;;147.343;147.343;40.004;53.393;;20.088;33.858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.077;128.854;;;;;87.825;;;;;-99.679;;187.504;;;;;;;53.712;;;0;;;;;;;;;;;;;;;;;;;;;-134.683;;;;;;;;;-64.631;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20931;MINERVA
valores;27.182.558;205.033;205.033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;450.644;234.728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;215.916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.625.518;14.696.075;;;;;6.988.038;;;;;;;;;;;;;;941.405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500.068;;200.582;22.889;276.597;;;;;;;;;3.401.295;2.291.065;;;;;;;-1.599;;;;;-36.795;35.196;;;;;1.091.406;;;;;;;;;;;;;;;;;;20.423;;;;;;;2017;20958;ABC BRASIL
valores;2.721.418;762.881;59.691;;;;;;;;;;;;;;;;163.265;;;;;;;;;;;;;;;13.553;;;;;;;;;;;;;;;;;;;;;;;456.813;444.861;;;;;;;11.952;;;;;;;;69.559;;;;;69.559;;;;;42.884;;19.473;7.202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;809.030;618.823;582.180;;;;;;36.643;;;;;;;;;;;;;;;;;;;;;;;;;167.310;0;;;;167.310;;;42.784;95.536;;15.174;;13.816;;;;;;;;;;;;4.287;4.287;;;;;18.610;;;;;;;;;;;18.610;;;;18.610;;;;;;;;;;;;;;;;;;;;;;;;;;;1.149.507;1.860.265;;;;;79.381;;;;;;;;;;;;;;;;;25.170;1.842;;;;23.328;;;;;;;;;;;;;;;;-623.571;82.435;;;;;;;;-274.173;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;20966;SPRINGS
